...1,gu,price,rating,nrat,sh,title,housing_type,cap,bed,room,bath,res_rate,cert,clean,freeparking,laundry,camera,review_list,npho,url,locations,min_distance,subway
214,마포구,202177,5,8,0,은평구 구파발역 3분거리 롯데몰 앞 쾌적하고 편리한 숙소,1,2,1,1,1,100,1,,0,0,0,"['재방문 입니다:) 항상 구파발에 올 일이 생기면 급하게 일정을 바꾸게 되는데 매번 신속한 호스트님의 안내에 불편없이 체크인 하는 것 같아요.  구파발역 그리고 롯데몰 바로 앞이라 식사나 카페 이용이 정말 편했어요. 차가 많이 다니는 쪽이 아니라 그런지 시끄럽지 않고 조용한 것도 또 층고가 높아 답답하지 않은것도 개인적으로 너무 좋았습니다.  치약칫솔은 물론이고 머리끈이랑 화장솜, 면봉, 아이리무버 등 여성을 배려한 다양한 물품들을 구비해 주셔서 급하게 묵는 경우에도 불필요한 쇼핑을 하지 않아도 되어 좋았어요! 이번에는 고데기까지 비치되어 있었는데 매번 세심함에 감탄합니다:)  이번에도 청결하고 깔끔한 상태여서 기분좋게 묵고 갑니다. 다음에 또 묵게 될 것 같아요🤍', '구파발역 근처에서 숙박하실 일 있으시면 추천합니다  너무 깨끗하고 물품이 거의 완벽하게 구비되어 있어서 좋았습니다. 칫솔치약은 물론이고 여성분들 위생용품이나 폼클렌징까지 다 있어서 거의 아무것도 안들고 오셔도 될 듯합니다. 수건도 넉넉하게 있어서 넘 좋았어요!  호스트분도 신속하게 소통해주셔서 불편함 없이 머물렀습니다. 추천해요!', '숙소사진이랑 똑같아요 번화가랑 가깝지만 조용한 위치에 있어요 배달음식 안시키더라도 근처에 먹거리가 있어서 나가서 먹기도 좋고 바로 일층에 이마트 편의점 있습니다! (다만 24시는 아니더라구요)  숙소에 비치된 물건들이 많아서 편했어요 샤워용품이랑 폼클렌징 워터까지 있고,칫솔 치약도 준비해주세요 (치약은 부족할 수 있음 일회용) 수건도 엄청 넉넉합니다 그리고 숙소 보일러 온도 조절 안했는데 넘 따뜻하더라구용 🤍🤍  그리고 고데기랑 와인오프너 문의드렸더니 다 준비해주셨어용  아, 그리고 블루투스연결도 잘되고 기념일이였는ㄷ 작은 조명이 양쪽이 있어서 와인마실때 불 다끄고 조명 두개 키니까 밝고 은은해서 분위기 너무 좋았어요🤍  그리고 tmi지만 개인적으로 베개 어디서 규매하셨는지 궁금하네요ㅠㅠ 제가 목 불편해서 아무리 비싼걸 사서 베고자봐도 불편했는데 목높이가 저랑 잘 맞더라규요 ㅋㅋ😂  질문이 많았는데 빠르게 답변해주시고 기존에 없는건 따로 준비해주셔서 감사했습니다  굳이 단점이라면 처음에 화장실에서 꿉꿉한 냄새가 났는데 청소하시고나서 문이 닫혀있는데다 환풍기가 꺼져 있어서 그런것 같더라구요 환풍기 켜놓고 비치된 섬유탈취제 몇본 뿌리면 없어집니다 공간자체는 아주 깨끗해용!  2층은 사용 안했지만 작은상이랑 방석(?) 있었습니다 그리고 저희는 재활용 버릴게 많아서 좀 죄송했네욤 ㅠㅠ 시간 맞춰나가느라 물기 있는 병 같은건 그냥 싱크대에 일단 두고 나왓어용 다른데 보면 주말에 재활용이랑 쓰레기를 직접 가져가라는 숙소도 보았는데… 여기는 봉투 준비해주시고 쓰레기만 1층 지정된 장소에 버려주고 재활용은 정리해서 두고만 가면 된다고 하셔서 좋았어요  가까운곳에 예쁘고 좋은 숙소가 있어서 아마 다음에도 예약할 것 같습니다 더 보기', '친절하고 신속한 응대와 깨끗한 환경에 아주 만족스런 1박을 보냈네요^^ 복층이라 윗공간이 넓어 쾌적했습니다ㅎ 역 바로앞이라 이동하기에도 최적이었구요 월 1회 이상 꾸준히 구파발 방문하는지라 자주 예약하겠습니다ㅎ 훌륭해요!!', '숙소가 기대 이상으로 깨끗하고 쾌적하였습니다. 이불도 수건도 매우 깔끔 했고 필요한 물품들이 잘 배치 되어 있어 최고의 숙박 경험이였습니다!!', '너무 쾌적하고 환기, 위치, 응답 속도 빠르고 좋습니다!', '새 건물이라 깨끗하고 비품이 많이 준비되어 있어 편했습니다.']",36,https://www.airbnb.co.kr/rooms/725922831136080624?adults=1&children=0&infants=0&pets=0&check_in=2022-12-16&check_out=2022-12-18&source_impression_id=p3_1669369827_bA9MT0mpF74oQAwl,"(37.64212, 126.93714)",1.729833269,구파발역
226,마포구,202177,5,8,0,은평구 구파발역 3분거리 롯데몰 앞 쾌적하고 편리한 숙소,1,2,1,1,1,100,1,,0,0,0,"['재방문 입니다:) 항상 구파발에 올 일이 생기면 급하게 일정을 바꾸게 되는데 매번 신속한 호스트님의 안내에 불편없이 체크인 하는 것 같아요.  구파발역 그리고 롯데몰 바로 앞이라 식사나 카페 이용이 정말 편했어요. 차가 많이 다니는 쪽이 아니라 그런지 시끄럽지 않고 조용한 것도 또 층고가 높아 답답하지 않은것도 개인적으로 너무 좋았습니다.  치약칫솔은 물론이고 머리끈이랑 화장솜, 면봉, 아이리무버 등 여성을 배려한 다양한 물품들을 구비해 주셔서 급하게 묵는 경우에도 불필요한 쇼핑을 하지 않아도 되어 좋았어요! 이번에는 고데기까지 비치되어 있었는데 매번 세심함에 감탄합니다:)  이번에도 청결하고 깔끔한 상태여서 기분좋게 묵고 갑니다. 다음에 또 묵게 될 것 같아요🤍', '구파발역 근처에서 숙박하실 일 있으시면 추천합니다  너무 깨끗하고 물품이 거의 완벽하게 구비되어 있어서 좋았습니다. 칫솔치약은 물론이고 여성분들 위생용품이나 폼클렌징까지 다 있어서 거의 아무것도 안들고 오셔도 될 듯합니다. 수건도 넉넉하게 있어서 넘 좋았어요!  호스트분도 신속하게 소통해주셔서 불편함 없이 머물렀습니다. 추천해요!', '숙소사진이랑 똑같아요 번화가랑 가깝지만 조용한 위치에 있어요 배달음식 안시키더라도 근처에 먹거리가 있어서 나가서 먹기도 좋고 바로 일층에 이마트 편의점 있습니다! (다만 24시는 아니더라구요)  숙소에 비치된 물건들이 많아서 편했어요 샤워용품이랑 폼클렌징 워터까지 있고,칫솔 치약도 준비해주세요 (치약은 부족할 수 있음 일회용) 수건도 엄청 넉넉합니다 그리고 숙소 보일러 온도 조절 안했는데 넘 따뜻하더라구용 🤍🤍  그리고 고데기랑 와인오프너 문의드렸더니 다 준비해주셨어용  아, 그리고 블루투스연결도 잘되고 기념일이였는ㄷ 작은 조명이 양쪽이 있어서 와인마실때 불 다끄고 조명 두개 키니까 밝고 은은해서 분위기 너무 좋았어요🤍  그리고 tmi지만 개인적으로 베개 어디서 규매하셨는지 궁금하네요ㅠㅠ 제가 목 불편해서 아무리 비싼걸 사서 베고자봐도 불편했는데 목높이가 저랑 잘 맞더라규요 ㅋㅋ😂  질문이 많았는데 빠르게 답변해주시고 기존에 없는건 따로 준비해주셔서 감사했습니다  굳이 단점이라면 처음에 화장실에서 꿉꿉한 냄새가 났는데 청소하시고나서 문이 닫혀있는데다 환풍기가 꺼져 있어서 그런것 같더라구요 환풍기 켜놓고 비치된 섬유탈취제 몇본 뿌리면 없어집니다 공간자체는 아주 깨끗해용!  2층은 사용 안했지만 작은상이랑 방석(?) 있었습니다 그리고 저희는 재활용 버릴게 많아서 좀 죄송했네욤 ㅠㅠ 시간 맞춰나가느라 물기 있는 병 같은건 그냥 싱크대에 일단 두고 나왓어용 다른데 보면 주말에 재활용이랑 쓰레기를 직접 가져가라는 숙소도 보았는데… 여기는 봉투 준비해주시고 쓰레기만 1층 지정된 장소에 버려주고 재활용은 정리해서 두고만 가면 된다고 하셔서 좋았어요  가까운곳에 예쁘고 좋은 숙소가 있어서 아마 다음에도 예약할 것 같습니다 더 보기', '친절하고 신속한 응대와 깨끗한 환경에 아주 만족스런 1박을 보냈네요^^ 복층이라 윗공간이 넓어 쾌적했습니다ㅎ 역 바로앞이라 이동하기에도 최적이었구요 월 1회 이상 꾸준히 구파발 방문하는지라 자주 예약하겠습니다ㅎ 훌륭해요!!', '숙소가 기대 이상으로 깨끗하고 쾌적하였습니다. 이불도 수건도 매우 깔끔 했고 필요한 물품들이 잘 배치 되어 있어 최고의 숙박 경험이였습니다!!', '너무 쾌적하고 환기, 위치, 응답 속도 빠르고 좋습니다!', '새 건물이라 깨끗하고 비품이 많이 준비되어 있어 편했습니다.']",36,https://www.airbnb.co.kr/rooms/725922831136080624?adults=1&children=0&infants=0&pets=0&check_in=2022-12-16&check_out=2022-12-18&source_impression_id=p3_1669370100_ZUlQH%2BTGTxtku6%2Fk,"(37.64212, 126.93714)",1.729833269,구파발역
4,서대문구,202177,,0,0,"Super Bright, Clean & Warm Flat",1,2,1,1,1,,1,1,0,1,0,[],11,https://www.airbnb.co.kr/rooms/765527435334017163?adults=1&children=0&infants=0&pets=0&check_in=2022-12-09&check_out=2022-12-11&source_impression_id=p3_1669290123_MU5y40bQm%2FJKY1i3,"(37.56416, 126.90452)",0.122073835,마포구청역
51,용산구,202177,,0,0,,1,2,1,1,1,100,1,1,0,1,0,[],11,https://www.airbnb.co.kr/rooms/765527435334017163?adults=1&children=0&infants=0&pets=0&check_in=2022-12-09&check_out=2022-12-11&source_impression_id=p3_1669329712_YF87lUjjRtPoSr55,"(37.56416, 126.90452)",0.122073835,마포구청역
91,용산구,202177,,0,0,,1,2,1,1,1,100,1,1,0,1,0,[],11,https://www.airbnb.co.kr/rooms/765527435334017163?adults=1&children=0&infants=0&pets=0&check_in=2022-12-09&check_out=2022-12-11&source_impression_id=p3_1669330483_aJWDdCv7chTX3Ur%2B,"(37.56416, 126.90452)",0.122073835,마포구청역
38,종로구,202383,4.06,47,0,멋지고 ★귀여운 91 명동,1,3,1,1,1,96,1,1,0,1,0,"['좋은 여행 되었습니다 숙소 너무 좋았습니다', '종각역에서 3분이내 도착하는 가까운 숙소입니다. 다만 오래된 오피스텔이라 방음이 잘 되지는 않는편이며, 가구나 화장실도 엄청 깨끗한 편은 아닙니다. 짧은 기간 합리적인 가격에 잘 머물렀습니다.', '좋았어요', '청결함 이외에 부족함이 없습니다.', '깔끔하고 아담해요 혼자묵기 좋은거같아요 종각역이랑 가까워서 이동할때도 편하구요 덕분에 3박4일 잘쉬고가요 감사합니다', '집주인이 정말 친철하고 문제가 있으면 바로 대답하셨어요. 집도 깨끗하고 근처 먹을거리 도 많고 해서 좋아요', '두 주간 잘 지냈습니다. 숙소 위치는 좋은데 처음 오실 때 골목에서 조금 헤매실 수도 있을 것 같아요. 처음엔 입구가 조금 생소했습니다.(오시면 바로 이해되실 듯) 조금 작은 듯 하지만 필요한 것들은 딱 필요한 만큼 갖춰져 있습니다. 편의점도 가깝고, 교통도 편리합니다.(을지로1가역 5분, 종각역 2분) 즐거운 여행 되세요~', '종각역에 위치해서 편의시설과 맛집이 바로 앞에 있어서 너무 좋았습니당. 2인이 머물기에 딱 좋으며 매트리스가 너무 편해서 꿀잠잤습니다. 인터넷연결문제가 있었지만 숙소 잘 이용했습니다. 기회가 된다면 다음에도 이용할 생각입니당', '3시 체크인이라 3시 10분쯤 갔는데 아직 청소가 안끝났어요. 청소하시는 분들께서 쓰레기를 빼고 계시더라구요. 사전에 청소가 늦어진다는 연락은 없었습니다. 현관 등이 계속 꺼졌다 켜졌다 해서 밤에 몇 번 깼어요. 침대 쪽에 우풍이 좀 있습니다.', '깔끔하고 웬만한것들이 있었기 때문에 편하고 좋았습니다', '중심지에 위치해 있어서 여기저기 돌아보기 좋았구요, 무엇보다 여러가지 편의를 봐주셔서 호스트님께 감사했네요', 'Ella님의 숙소에서 친구와 함께 2박3일을 보냈습니다. 덕분에 매우 즐거운 여행을 할 수 있었습니다. 숙소에 대한 제 생각을 남깁니다. 참고하세요.  * 좋았던 점 1. 예약 확정 후, 호스트 Ella님은 숙소에 대한 사항을 친절하게 알려주셔서 생활하는데 전혀 불편함이 없었습니다. 2. 역과 가까워 이동하기가 편했습니다. 3. 숙소는 매우 청결하고, 인테리어가 감각적이어서 특별한 느낌이 들었습니다. 4. 생활하면서 필요한 물품들이 다양하고 충분하게 준비되어있어 매우 좋았습니다.  * 아쉬운 점 1. 숙소가 술집과 식당이 밀집된 번화가에 있다보니 밤에는 시끄러웠습니다. 2. 생각했던 것보가 방 크기가 작았습니다. 이 숙소는 2명의 여행자에게 가장 적합한 숙소입니다. 3. 침대가 창문 바로 앞에 놓여있는데, 누워있으면 창문쪽에서 찬바람이 들어옵니다. 비닐로 막아놓으시기는 했으나 그래도 바람이 새어들어와 공기가 조금 춥다고 느꼈네요. 더 보기', '완전 쵝오! 위치도 좋고 시설 환경 다 좋았어요 서울에 단기,장기 투숙 하실분들에게 강추 십점 만점에 백점드려요!', '위치가 굉장히 좋았어요!!!']",42,https://www.airbnb.co.kr/rooms/19759100?adults=1&children=0&infants=0&pets=0&check_in=2022-12-09&check_out=2022-12-11&source_impression_id=p3_1669286703_1KJPQ4CbeESaSSKV,"(37.56954, 126.98377)",0.093970523,종각역
27,중구,202383,4.06,47,0,,1,3,1,1,1,96,1,1,0,1,0,"['좋은 여행 되었습니다 숙소 너무 좋았습니다', '종각역에서 3분이내 도착하는 가까운 숙소입니다. 다만 오래된 오피스텔이라 방음이 잘 되지는 않는편이며, 가구나 화장실도 엄청 깨끗한 편은 아닙니다. 짧은 기간 합리적인 가격에 잘 머물렀습니다.', '좋았어요', '청결함 이외에 부족함이 없습니다.', '깔끔하고 아담해요 혼자묵기 좋은거같아요 종각역이랑 가까워서 이동할때도 편하구요 덕분에 3박4일 잘쉬고가요 감사합니다', '집주인이 정말 친철하고 문제가 있으면 바로 대답하셨어요. 집도 깨끗하고 근처 먹을거리 도 많고 해서 좋아요', '두 주간 잘 지냈습니다. 숙소 위치는 좋은데 처음 오실 때 골목에서 조금 헤매실 수도 있을 것 같아요. 처음엔 입구가 조금 생소했습니다.(오시면 바로 이해되실 듯) 조금 작은 듯 하지만 필요한 것들은 딱 필요한 만큼 갖춰져 있습니다. 편의점도 가깝고, 교통도 편리합니다.(을지로1가역 5분, 종각역 2분) 즐거운 여행 되세요~', '종각역에 위치해서 편의시설과 맛집이 바로 앞에 있어서 너무 좋았습니당. 2인이 머물기에 딱 좋으며 매트리스가 너무 편해서 꿀잠잤습니다. 인터넷연결문제가 있었지만 숙소 잘 이용했습니다. 기회가 된다면 다음에도 이용할 생각입니당', '3시 체크인이라 3시 10분쯤 갔는데 아직 청소가 안끝났어요. 청소하시는 분들께서 쓰레기를 빼고 계시더라구요. 사전에 청소가 늦어진다는 연락은 없었습니다. 현관 등이 계속 꺼졌다 켜졌다 해서 밤에 몇 번 깼어요. 침대 쪽에 우풍이 좀 있습니다.', '깔끔하고 웬만한것들이 있었기 때문에 편하고 좋았습니다', '중심지에 위치해 있어서 여기저기 돌아보기 좋았구요, 무엇보다 여러가지 편의를 봐주셔서 호스트님께 감사했네요', 'Ella님의 숙소에서 친구와 함께 2박3일을 보냈습니다. 덕분에 매우 즐거운 여행을 할 수 있었습니다. 숙소에 대한 제 생각을 남깁니다. 참고하세요.  * 좋았던 점 1. 예약 확정 후, 호스트 Ella님은 숙소에 대한 사항을 친절하게 알려주셔서 생활하는데 전혀 불편함이 없었습니다. 2. 역과 가까워 이동하기가 편했습니다. 3. 숙소는 매우 청결하고, 인테리어가 감각적이어서 특별한 느낌이 들었습니다. 4. 생활하면서 필요한 물품들이 다양하고 충분하게 준비되어있어 매우 좋았습니다.  * 아쉬운 점 1. 숙소가 술집과 식당이 밀집된 번화가에 있다보니 밤에는 시끄러웠습니다. 2. 생각했던 것보가 방 크기가 작았습니다. 이 숙소는 2명의 여행자에게 가장 적합한 숙소입니다. 3. 침대가 창문 바로 앞에 놓여있는데, 누워있으면 창문쪽에서 찬바람이 들어옵니다. 비닐로 막아놓으시기는 했으나 그래도 바람이 새어들어와 공기가 조금 춥다고 느꼈네요. 더 보기', '완전 쵝오! 위치도 좋고 시설 환경 다 좋았어요 서울에 단기,장기 투숙 하실분들에게 강추 십점 만점에 백점드려요!', '위치가 굉장히 좋았어요!!!']",42,https://www.airbnb.co.kr/rooms/19759100?adults=1&children=0&infants=0&pets=0&check_in=2022-12-09&check_out=2022-12-11&source_impression_id=p3_1669274920_%2B%2BOvrEYKO3xUyVbQ,"(37.56954, 126.98377)",0.093970523,종각역
30,강남구,205643,4.67,42,0,[장기할인]J1 studio#1 - 문정역 연결 도보1분 ▶Netflix,1,3,0,0,1,,1,,0,0,0,"['대중교통 이용하기 편리하고 호스트 분도 친절하였습니다.', '청결도 별5개 위치 별5개 주차 별5개 편의성 별5개 비품 별5개  3박을 묵을동안 부족함 없다 느낀 오랜만에 전체적으로 만족스러운 숙소였습니다. 밑에 편의점이며 먹을것 파는곳 널리고 잠실에서 일정이 많던 저희였는데 잠실과 10분거리로 정말 알차게 보냈네요~  주차가 걱정이였는데 주차 2시간씩 할인받고 밤 9시부터 담날아침10시까지로 평균 11시간정도씩 주차로 12000원대였습니다.  주차장 지하2층인데 완전 널널하구요~ 늘 입구 가까운쪽 주차했습니다.   주차하고 c동을 바라보면 가운데 상가동입구를 놓고 좌우측으로 오피스텔입구가 있는데 우측입구 엘베가 좀더 가까워요~  지하2층에 재활용장있어서 차빼면서 쓰레기 버리기도 좋았어요~  샴푸 린스 바디워시. 그외 그릇 포크 스푼 젓가락 대부분 필요하다싶은건 다있어요~ 아이가있는경우 이런 물건들이 없어 호텔이 오히려 불편할때가 많은데 넘 좋았어요.  청결도도 아주 만족수준입니다. (호텔과 비교는 어렵고 여타 펜션과 비교시 입니다. )  호스트분 항상 문의에 응대 완전 빠르셨고~ 다음에 또 서울갈일있고 잠실이나 근처볼일이라면 이곳 이용할것 같아요~ 더 보기', '깔끔하고 조용하고 아주 편안 숙소였습니다.', '깔끔하고 좋았어요~호스트님도 잘 소통됐고요^^다만 숙소 위치가 어려워서 처음에 오시는 분들은 잘 찾아오셔야 할 것 같아요!', '깨끗하고 잘 관리되어 있는 숙소이고, 위치가 역세권이며 주변에 식당과 편의 시설들이 많아 오래 지내기에 좋았습니다. 다음에도 기회가 되면 또 묵고 싶은 숙소 입니다.', '2박 머물고 갑니다 룸컨디션은 정말 별로였습니다 후기가 좋아서 예약하고 간건데 청결도면에서는 최악입니다 화장실 쿰쿰한냄새 와 무엇보다도 에어컨 청소 안하시더라구요 시꺼멓게 쌓여있는먼지 저희가 직접닦았어요 스위치마다 먼지 쌓여있고 데코라고 있는 조화식물도 먼지투성이에 펜션을 운영하고있는 저희도 이렇게 룸관리를 하지는 않는데 더운 여름에는 특히!! 주인분께서 관리 신경쓰셔야 할것같아요 한명정도만 가볍게 머물다 갈만한 룸입니다', '숙소 정말 깨끗하고, 편리한 위치에 정말 좋았어요. 다시 머물고 싶습니다. 그리고 무엇보다 호스트 분 연락 금방 잘 되시고, 친절하세요. 좋은 숙소 제공해주셔서 감사합니다.']",54,https://www.airbnb.co.kr/rooms/42842915?adults=1&children=0&infants=0&pets=0&check_in=2023-01-13&check_out=2023-01-15&source_impression_id=p3_1669352779_Je%2Bte5OgDE5PnDhn,"(37.48509, 127.12198)",0.113728588,문정역
30,종로구,206798,4.76,75,1,[H.Our Stay 1] 서울 & 홍대역과 매우 가까움!!!,1,4,1,1,1,94,1,,0,1,0,"['공덕역에서 올라오자마자 위치해있는 숙소라 너무 편리합니다.. 무엇보다 1층에 경비실이 있어 안전하구요. 집은 사진 그대로구요, 전망이 아주 좋습니다. 필요한 것들이 다 있고, 심지어 다리미까지 있어서 아주 편리하게 지내다 갑니다. 화장실과 침대에 예민한 편인데.. 침구가 아주 깔끔했고 화장실도 따뜻한 물이 잘 나옵니다. 계획보다 더 머무르게 되었는데 호스트께서 배려 해주셔서 잘 지내다 갑니다~ 다음번에도 이용하고 싶어요!', '뻥 뚫리는 고층뷰에 깔끔한 방입니다. 요리 청소 세탁을 위한 여러 간단한 비품들이 구비되어 있어서 장기투숙에도 전혀 문제가 없습니다. 햇볕도 잘 드는 쉬기 좋은 아주 좋은 숙소에요. 덕분에 잘 쉬다 갑니다.', '위치가 좋고 깔끔했습니다~', '대중교통과의 접근성이 너무 좋고 주변에 편의시설이 많아서 좋았습니다 호스트님의 빠른 답장으로 불편함 없이 지낼 수 있었습니다', '위치도 공덕역 1번출구 바로앞이라 편하고 1층에 편의점도있어요 그리구 꼭대기층이라 뷰도 너무 시원시원해요', '불편한 점 없이 잘 머물렀습니다. 사정이 있었는데 배려해주시고 체크인 체크아웃 모두 유연하게 맞춰주셨어요. 고층이라 뷰도 좋았고 편의시설이나 위치 면에서도 만족스러웠습니다.', '주방관련 기구 재료가 완벽히 갖춰져ㅜ있었음', '무엇보다 지하철역과 위치가 매우 가까워서 편했어요', '가격도 저렴하고 시설도 굉장히 좋습니다. 방안에 조리도구 뿐만아니라, 설탕소금간장식용유 등등 굉장히 많은 비품까지 구비되있어 편하게 지내다 갑니다^^', '위치가 최고이고, 청결도도 좋았습니다. 고층빌딩 뷰와 살짝씩 한강뷰도 가능하며 무엇보다 좋았던것은 숙소에서 음식을 만들어먹고 치우는데 있어서 호스트께서 게스트를 많이 배려해주신것 같아 좋았습니다. (식용유,소금 등 구비되어있고 음식물은 체크아웃 시 싱크대에 두고 나갈수 있던것이 맘에 들었습니다)', '바로 역앞에 있어서 편했고 위치도 정말 좋았어요 방도 깨끗하고!! 다음에 한번 더 오고 싶어요ㅎㅎ', '무엇보다 시내 교통이 편하고 올림픽대로 강변북로를 통한 공항의 접근성이 좋습니다.', '청결하고 편의시설이 잘 갖춰져 있습니다. 공덕역 바로 앞에 위치하여 접근성이 우수하고, 홍대 등 근처 핫플레이스에 방문하기 용이합니다. 아침에 멋진 도시의 일출과 함께 일어나고 싶다면 추천합니다.', '공덕역 1번출구 걸어서 2분거리의 안락하고 좋은 숙소였어요 깨끗하고 호스트님의 큰 배려에 편하게 묶을 수 있었습니다.']",29,https://www.airbnb.co.kr/rooms/22155539?adults=1&children=0&infants=0&pets=0&check_in=2023-01-06&check_out=2023-01-08&source_impression_id=p3_1669286530_cydgCBPZ6mn3HH37,"(37.54495, 126.95042)",0.101619366,공덕역
29,중구,206798,4.76,75,1,,1,4,1,1,1,94,1,,0,1,0,"['공덕역에서 올라오자마자 위치해있는 숙소라 너무 편리합니다.. 무엇보다 1층에 경비실이 있어 안전하구요. 집은 사진 그대로구요, 전망이 아주 좋습니다. 필요한 것들이 다 있고, 심지어 다리미까지 있어서 아주 편리하게 지내다 갑니다. 화장실과 침대에 예민한 편인데.. 침구가 아주 깔끔했고 화장실도 따뜻한 물이 잘 나옵니다. 계획보다 더 머무르게 되었는데 호스트께서 배려 해주셔서 잘 지내다 갑니다~ 다음번에도 이용하고 싶어요!', '뻥 뚫리는 고층뷰에 깔끔한 방입니다. 요리 청소 세탁을 위한 여러 간단한 비품들이 구비되어 있어서 장기투숙에도 전혀 문제가 없습니다. 햇볕도 잘 드는 쉬기 좋은 아주 좋은 숙소에요. 덕분에 잘 쉬다 갑니다.', '위치가 좋고 깔끔했습니다~', '대중교통과의 접근성이 너무 좋고 주변에 편의시설이 많아서 좋았습니다 호스트님의 빠른 답장으로 불편함 없이 지낼 수 있었습니다', '위치도 공덕역 1번출구 바로앞이라 편하고 1층에 편의점도있어요 그리구 꼭대기층이라 뷰도 너무 시원시원해요', '불편한 점 없이 잘 머물렀습니다. 사정이 있었는데 배려해주시고 체크인 체크아웃 모두 유연하게 맞춰주셨어요. 고층이라 뷰도 좋았고 편의시설이나 위치 면에서도 만족스러웠습니다.', '주방관련 기구 재료가 완벽히 갖춰져ㅜ있었음', '무엇보다 지하철역과 위치가 매우 가까워서 편했어요', '가격도 저렴하고 시설도 굉장히 좋습니다. 방안에 조리도구 뿐만아니라, 설탕소금간장식용유 등등 굉장히 많은 비품까지 구비되있어 편하게 지내다 갑니다^^', '위치가 최고이고, 청결도도 좋았습니다. 고층빌딩 뷰와 살짝씩 한강뷰도 가능하며 무엇보다 좋았던것은 숙소에서 음식을 만들어먹고 치우는데 있어서 호스트께서 게스트를 많이 배려해주신것 같아 좋았습니다. (식용유,소금 등 구비되어있고 음식물은 체크아웃 시 싱크대에 두고 나갈수 있던것이 맘에 들었습니다)', '바로 역앞에 있어서 편했고 위치도 정말 좋았어요 방도 깨끗하고!! 다음에 한번 더 오고 싶어요ㅎㅎ', '무엇보다 시내 교통이 편하고 올림픽대로 강변북로를 통한 공항의 접근성이 좋습니다.', '청결하고 편의시설이 잘 갖춰져 있습니다. 공덕역 바로 앞에 위치하여 접근성이 우수하고, 홍대 등 근처 핫플레이스에 방문하기 용이합니다. 아침에 멋진 도시의 일출과 함께 일어나고 싶다면 추천합니다.', '공덕역 1번출구 걸어서 2분거리의 안락하고 좋은 숙소였어요 깨끗하고 호스트님의 큰 배려에 편하게 묶을 수 있었습니다.']",29,https://www.airbnb.co.kr/rooms/22155539?adults=1&children=0&infants=0&pets=0&check_in=2023-01-06&check_out=2023-01-08&source_impression_id=p3_1669274956_uHn%2FBOoMbJTrRNtR,"(37.54495, 126.95042)",0.101619366,공덕역
0,마포구,206798,4.76,75,1,,1,4,1,1,1,94,1,,0,1,0,"['공덕역에서 올라오자마자 위치해있는 숙소라 너무 편리합니다.. 무엇보다 1층에 경비실이 있어 안전하구요. 집은 사진 그대로구요, 전망이 아주 좋습니다. 필요한 것들이 다 있고, 심지어 다리미까지 있어서 아주 편리하게 지내다 갑니다. 화장실과 침대에 예민한 편인데.. 침구가 아주 깔끔했고 화장실도 따뜻한 물이 잘 나옵니다. 계획보다 더 머무르게 되었는데 호스트께서 배려 해주셔서 잘 지내다 갑니다~ 다음번에도 이용하고 싶어요!', '뻥 뚫리는 고층뷰에 깔끔한 방입니다. 요리 청소 세탁을 위한 여러 간단한 비품들이 구비되어 있어서 장기투숙에도 전혀 문제가 없습니다. 햇볕도 잘 드는 쉬기 좋은 아주 좋은 숙소에요. 덕분에 잘 쉬다 갑니다.', '', '', '위치도 공덕역 1번출구 바로앞이라 편하고 1층에 편의점도있어요 그리구 꼭대기층이라 뷰도 너무 시원시원해요', '']",29,https://www.airbnb.co.kr/rooms/22155539?adults=1&children=0&infants=0&pets=0&check_in=2023-01-06&check_out=2023-01-08&source_impression_id=p3_1669365124_xFhHi9ax8kDZkWfQ,"(37.54495, 126.95042)",0.101619366,공덕역
